"Date","Number of Sales (7-day)"
"2021-11-17",9418
"2021-11-18",9316
"2021-11-19",9520
"2021-11-20",9506
"2021-11-21",9163
"2021-11-22",8546
"2021-11-23",6679
"2021-11-24",6092
"2021-11-25",6028
"2021-11-26",5565
"2021-11-27",5265
"2021-11-28",5137
"2021-11-29",5505
"2021-11-30",5077
"2021-12-01",4893
"2021-12-02",4996
"2021-12-03",5006
"2021-12-04",4964
"2021-12-05",4935
"2021-12-06",5063
"2021-12-07",6152
"2021-12-08",6609
"2021-12-09",7849
"2021-12-10",8291
"2021-12-11",8449
"2021-12-12",8568
"2021-12-13",8516
"2021-12-14",8991
"2021-12-15",8933
"2021-12-16",8046
"2021-12-17",8381
"2021-12-18",8618
"2021-12-19",8618
"2021-12-20",8706
"2021-12-21",7360
"2021-12-22",7418
"2021-12-23",7285
"2021-12-24",6914
"2021-12-25",6876
"2021-12-26",9429
"2021-12-27",8861
"2021-12-28",8722
"2021-12-29",8527
"2021-12-30",8428
"2021-12-31",8675
"2022-01-01",8755
"2022-01-02",6172
"2022-01-03",5243
"2022-01-04",4922
"2022-01-05",4711
"2022-01-06",4618
"2022-01-07",4343
"2022-01-08",3946
"2022-01-09",3740
"2022-01-10",5839
"2022-01-11",18116
"2022-01-12",19370
"2022-01-13",20150
"2022-01-14",20279
"2022-01-15",21805
"2022-01-16",22321
"2022-01-17",21482
"2022-01-18",9506
"2022-01-19",8424
"2022-01-20",7650
"2022-01-21",6715
"2022-01-22",4920
"2022-01-23",4463
"2022-01-24",5539
"2022-01-25",5715
"2022-01-26",5947
"2022-01-27",5958
"2022-01-28",6531
"2022-01-29",6892
"2022-01-30",6974
"2022-01-31",6824
"2022-02-01",7066
"2022-02-02",7539
"2022-02-03",7476
